Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,sorting,strain/genotype,TISSUE,grna,strain/cell_line
SRR5339805,OTHER,98,24850812952,PRJNA378980,SAMN06564235,12376274896,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2636672,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T05:26:00Z,1,GSM2533824,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339806,OTHER,98,24818892098,PRJNA378980,SAMN06564235,12339477532,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2636672,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:10:00Z,1,GSM2533824,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339807,OTHER,98,24918074272,PRJNA378980,SAMN06564235,12343609254,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX2636672,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:19:00Z,1,GSM2533824,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339808,OTHER,98,4411385524,PRJNA378980,SAMN06564235,2114092651,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2636672,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:11:00Z,1,GSM2533824,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339809,OTHER,98,22329647606,PRJNA378980,SAMN06564235,10434210442,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2636672,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:38:00Z,1,GSM2533824,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339810,OTHER,98,22726470088,PRJNA378980,SAMN06564235,10535657579,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2636672,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:43:00Z,1,GSM2533824,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339811,OTHER,98,22907255294,PRJNA378980,SAMN06564235,10642717182,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX2636672,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:34:00Z,1,GSM2533824,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339812,OTHER,98,25031664602,PRJNA378980,SAMN06564290,13071545176,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:23:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339813,OTHER,98,26659379334,PRJNA378980,SAMN06564290,13565605984,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:52:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339814,OTHER,98,26579812350,PRJNA378980,SAMN06564290,13564285284,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:25:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339815,OTHER,98,4411657866,PRJNA378980,SAMN06564290,2305599526,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:11:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339816,OTHER,98,23853477242,PRJNA378980,SAMN06564290,11709574537,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:26:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339817,OTHER,98,23857161748,PRJNA378980,SAMN06564290,11727934245,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:38:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339818,OTHER,98,23974334468,PRJNA378980,SAMN06564290,11727487942,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:41:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339819,OTHER,98,23996984424,PRJNA378980,SAMN06564290,11713428915,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T08:26:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339820,OTHER,98,24011080450,PRJNA378980,SAMN06564290,11713077276,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:17:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339821,OTHER,98,25131059632,PRJNA378980,SAMN06564290,13077184545,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:19:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339822,OTHER,98,25087970992,PRJNA378980,SAMN06564290,13068875660,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:51:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339823,OTHER,98,25112469032,PRJNA378980,SAMN06564290,13006081496,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:53:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339824,OTHER,98,4411851906,PRJNA378980,SAMN06564290,2408203458,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:13:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339825,OTHER,98,4411672762,PRJNA378980,SAMN06564290,2299161874,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:15:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339826,OTHER,98,23641997260,PRJNA378980,SAMN06564290,11714726182,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:24:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339827,OTHER,98,26659420690,PRJNA378980,SAMN06564290,13597568508,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:15:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339828,OTHER,98,26657738912,PRJNA378980,SAMN06564290,13608001067,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX2636673,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:19:00Z,1,GSM2533825,in-vitro differentiated neural progenitor cells (NPC),SRP101791,GFP+/G0G1+,Sox1-GFP,in-vitro differentiated neural progenitor cells (NPC),,
SRR5339829,OTHER,98,4411435210,PRJNA378980,SAMN06564283,2200811413,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2636674,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:17:00Z,1,GSM2533826,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339830,OTHER,98,24214421238,PRJNA378980,SAMN06564283,12215319523,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX2636674,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:26:00Z,1,GSM2533826,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339831,OTHER,98,23932745032,PRJNA378980,SAMN06564283,12087909296,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX2636674,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:50:00Z,1,GSM2533826,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339832,OTHER,98,23797929764,PRJNA378980,SAMN06564283,12019163611,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX2636674,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:07:00Z,1,GSM2533826,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339833,OTHER,98,4356223088,PRJNA378980,SAMN06564289,2252698014,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2636675,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:24:00Z,1,GSM2533827,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339834,OTHER,98,21391465676,PRJNA378980,SAMN06564289,10503715840,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2636675,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:43:00Z,1,GSM2533827,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339835,OTHER,98,25183647608,PRJNA378980,SAMN06564289,12678954750,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2636675,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T05:41:00Z,1,GSM2533827,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339836,OTHER,98,25325410096,PRJNA378980,SAMN06564289,12757368634,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2636675,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T05:48:00Z,1,GSM2533827,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339837,OTHER,98,4411463728,PRJNA378980,SAMN06564288,2150099218,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2636676,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:23:00Z,1,GSM2533828,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339838,OTHER,98,23136056678,PRJNA378980,SAMN06564288,11390039815,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2636676,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:15:00Z,1,GSM2533828,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339839,OTHER,98,26760004656,PRJNA378980,SAMN06564288,13639148199,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2636676,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:31:00Z,1,GSM2533828,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339840,OTHER,98,26642470022,PRJNA378980,SAMN06564288,13563887477,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2636676,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:29:00Z,1,GSM2533828,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339841,OTHER,98,26708808868,PRJNA378980,SAMN06564288,13565809371,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2636676,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:38:00Z,1,GSM2533828,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339842,OTHER,98,4246550112,PRJNA378980,SAMN06564287,2074000172,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2636677,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:16:00Z,1,GSM2533829,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339843,OTHER,98,23454852932,PRJNA378980,SAMN06564287,11001274917,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2636677,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:20:00Z,1,GSM2533829,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339844,OTHER,98,23238484612,PRJNA378980,SAMN06564287,10907756596,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2636677,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:26:00Z,1,GSM2533829,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339845,OTHER,98,23094373064,PRJNA378980,SAMN06564287,10844950024,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX2636677,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:26:00Z,1,GSM2533829,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339846,OTHER,98,4410221382,PRJNA378980,SAMN06564287,2023553172,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX2636677,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-04-03T13:29:00Z,1,GSM2533829,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339847,OTHER,98,23335757354,PRJNA378980,SAMN06564287,11438418438,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2636677,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:17:00Z,1,GSM2533829,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339848,OTHER,98,23130476068,PRJNA378980,SAMN06564287,11351156250,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2636677,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:30:00Z,1,GSM2533829,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339849,OTHER,98,23117531640,PRJNA378980,SAMN06564287,11350767064,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2636677,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:32:00Z,1,GSM2533829,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339850,OTHER,98,23102263730,PRJNA378980,SAMN06564287,11331013036,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX2636677,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T07:51:00Z,1,GSM2533829,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339851,OTHER,98,4410479514,PRJNA378980,SAMN06564286,2373946160,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX2636678,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T03:27:00Z,1,GSM2533830,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339852,OTHER,98,18345252002,PRJNA378980,SAMN06564286,8386815398,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2636678,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:20:00Z,1,GSM2533830,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339853,OTHER,98,22554757722,PRJNA378980,SAMN06564286,10743012675,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2636678,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:40:00Z,1,GSM2533830,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339854,OTHER,98,20662298734,PRJNA378980,SAMN06564286,9356926223,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX2636678,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:42:00Z,1,GSM2533830,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339855,OTHER,98,20648460546,PRJNA378980,SAMN06564286,9339352681,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX2636678,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:28:00Z,1,GSM2533830,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339856,OTHER,98,20063374478,PRJNA378980,SAMN06564286,9429152898,GEO,public,"run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2636678,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:41:00Z,1,GSM2533830,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339857,OTHER,98,24436480222,PRJNA378980,SAMN06564286,11800660468,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2636678,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T04:34:00Z,1,GSM2533830,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339858,OTHER,98,24398567256,PRJNA378980,SAMN06564286,13951504069,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2636678,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-03-14T05:22:00Z,1,GSM2533830,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
SRR5339859,OTHER,98,4410327614,PRJNA378980,SAMN06564286,2068718109,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX2636678,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2017-10-23T00:00:00Z,2017-04-03T10:37:00Z,1,GSM2533830,in-vitro differentiated cortical neurons (CN),SRP101791,GFP+/G0G1+,Tau-GFP,in-vitro differentiated cortical neurons (CN),,
